N,P,K,temperature,humidity,ph,rainfall,label,Pest,Pesticide,Active Ingredient,Usage Guidelines,Historical Temp (Avg Last 7 days),Historical Humidity (Avg Last 7 days),Historical Rainfall (Last 7 days),Atmospheric Pressure (hPa),Solar Radiation (UV Index),Wind Speed (km/h),Wind Direction (°),Cloud Cover (%),Evapotranspiration Rate (mm/day),Pest Occurrence (Count),Pest Life Cycle Stage,Neighboring Crop Infestation Risk (%),NDVI (Normalized Difference Vegetation Index),Chlorophyll Content (SPAD),Soil Microbial Activity (%),Soil Temp (°C),Soil pH Variability,Disease Symptoms Detected,Fertilizer Usage History
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya,Banana Weevil,Spinosad,Spinosad 45% SC,Use 1 gm/plant base,32.55,44.28,280.21,1038.76,9.63,10.31,321.81,2.89,4.36,4.0,Egg,56.23,0.04,44.67,73.5,25.65,0.28,No,Optimal
38,61,52,31.22790131,94.94021378,6.620729882000001,46.44279118,papaya,Corn Borer,Buprofezin,Carbofuran 3% GR,Spray 2 ml/L water,27.66,95.36,223.21,1046.04,10.59,0.72,293.44,68.07,2.47,14.0,Larva,64.74,0.54,57.25,30.19,13.93,0.56,Yes,Excess
57,64,55,26.68386496,92.9585411,6.583760498999999,62.50689682,papaya,Stem Borer,Buprofezin,Carbofuran 3% GR,Spray at 0.4 ml/L water,31.43,43.97,186.85,982.54,9.64,3.73,228.85,23.18,2.33,45.0,Adult,75.49,0.42,35.92,33.39,33.35,0.16,Yes,Optimal
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya,Banana Weevil,Spinosad,Thiamethoxam 25% WG,Apply 0.1 ml/L water,29.3,86.02,96.58,1040.75,7.46,14.35,222.38,52.33,1.98,6.0,Egg,28.38,0.66,22.18,72.46,15.78,0.77,No,Deficient
56,65,45,38.2016825,93.97379963,6.751298936,218.09088140000003,papaya,Stem Borer,Malathion,Malathion 50% EC,Spray 1.5 ml/L water,17.51,64.7,236.9,1014.26,2.13,35.04,185.05,3.11,4.73,19.0,Adult,28.92,0.69,34.87,12.14,28.33,-0.91,No,Deficient
54,66,52,36.56769731,93.79503425,6.867554147000001,104.4218596,papaya,Brown Planthopper,Dimethoate,Dimethoate 30% EC,Spray 2 ml/L water,23.7,98.77,133.38,1005.39,10.56,28.01,52.42,0.0,4.52,5.0,Adult,96.29,0.61,34.17,47.54,20.28,-0.36,Yes,Deficient
58,55,47,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya,Brown Planthopper,Buprofezin,Fenamiphos 10% GR,Apply 2 gm/plant base,20.23,80.13,206.14,1036.84,8.37,16.96,18.11,15.85,1.3,27.0,Larva,56.48,0.64,43.56,67.02,26.51,-0.01,No,Deficient
68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya,Nematodes,Malathion,Carbofuran 3% GR,Apply 0.1 ml/L water,24.61,70.52,33.32,984.61,6.56,32.81,253.51,8.77,4.44,47.0,Adult,74.49,0.62,44.35,61.55,30.78,-0.94,Yes,Deficient
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya,Banana Weevil,Carbofuran,Carbofuran 3% GR,Apply 0.2 gm/L water,29.34,93.69,110.17,1045.91,10.93,35.12,354.74,66.2,1.28,17.0,Larva,0.82,0.98,57.45,35.46,21.75,-0.39,No,Optimal
43,64,47,38.58954491,91.58076549,6.8256647820000005,102.2708231,papaya,Nematodes,Thiamethoxam,Chlorantraniliprole 18.5% SC,Spray 1.5 ml/L water,16.96,84.22,215.84,1012.42,6.01,11.06,279.33,96.01,1.02,27.0,Egg,42.39,0.52,58.23,28.8,29.32,0.86,Yes,Excess
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya,Fall Armyworm,Thiamethoxam,Malathion 50% EC,Spray at 0.4 ml/L water,18.44,51.06,47.11,1006.01,6.23,18.93,165.89,39.91,3.24,6.0,Egg,43.67,0.07,23.15,13.94,20.79,-0.88,Yes,Deficient
56,59,55,37.03551903,91.79430166,6.551892637999999,188.5181422,papaya,Fall Armyworm,Malathion,Carbofuran 3% GR,Spray 1.5 ml/L water,31.24,96.25,151.78,1025.82,8.8,26.3,39.07,97.58,4.8,40.0,Egg,27.81,0.11,31.12,44.68,21.43,-0.9,Yes,Optimal
39,64,53,23.012401800000006,91.07355541,6.598860305,208.3357976,papaya,Fruit Fly,Chlorantraniliprole,Fenamiphos 10% GR,Spray 1.5 ml/L water,24.8,76.86,33.45,1037.8,5.65,12.54,223.93,21.24,1.46,38.0,Egg,16.87,0.99,43.26,66.11,16.9,-0.03,Yes,Excess
18,30,29,26.762749300000007,92.86056895,6.4200187170000005,224.5903664,coconut,Mango Hopper,Thiamethoxam,Dimethoate 30% EC,Spray 0.3 ml/L water,20.48,94.15,32.87,1024.22,4.22,8.66,295.03,78.04,2.37,2.0,Adult,73.94,0.78,39.05,61.76,32.48,0.35,No,Deficient
37,23,28,25.61294367,94.3138837,5.7400545670000005,224.3206759,coconut,Banana Weevil,Carbofuran,Thiamethoxam 25% WG,Spray 2 ml/L water,24.54,91.11,62.12,1018.6,10.34,8.05,15.5,52.03,4.91,33.0,Egg,99.89,0.12,31.65,37.99,17.58,0.11,Yes,Deficient
13,28,33,28.130115000000004,95.64807631,5.686972967000001,151.0761899,coconut,Stem Borer,Chlorantraniliprole,Malathion 50% EC,Apply 2 gm/plant base,16.18,42.52,56.93,984.96,4.83,3.83,352.6,0.92,4.91,39.0,Larva,23.45,0.52,27.15,66.4,10.66,0.69,No,Optimal
2,21,35,25.02887163,91.53720922,6.293662362999999,179.8248944,coconut,Nematodes,Fenamiphos,Dimethoate 30% EC,Spray 1.5 ml/L water,19.67,53.06,240.12,1037.05,4.14,33.92,352.39,57.17,3.27,17.0,Adult,99.25,0.57,27.77,23.91,18.0,0.81,No,Deficient
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut,Fall Armyworm,Fenamiphos,Dimethoate 30% EC,Spray at 0.4 ml/L water,18.25,91.75,195.42,1033.66,10.79,36.03,354.72,70.7,1.4,28.0,Egg,8.09,0.93,32.05,72.94,15.59,0.34,Yes,Optimal
7,11,32,29.25902906,95.11294697,5.542169138999999,184.7624496,coconut,Fall Armyworm,Fenamiphos,Fenamiphos 10% GR,Apply 2 gm/plant base,32.43,82.04,242.02,983.64,2.29,38.24,255.89,53.01,4.5,17.0,Egg,28.79,0.47,52.99,26.42,19.24,0.53,Yes,Optimal
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut,Stem Borer,Malathion,Thiamethoxam 25% WG,Spray at 0.4 ml/L water,24.99,96.96,127.78,1006.1,2.91,2.02,245.56,25.3,4.73,50.0,Larva,23.97,0.0,29.85,41.03,25.49,-0.55,Yes,Deficient
34,6,27,25.84726298,90.92669463,5.8607404810000014,147.8888994,coconut,Fall Armyworm,Buprofezin,Fenamiphos 10% GR,Spray 0.3 ml/L water,18.5,77.95,131.56,1035.15,6.53,15.93,174.09,24.61,3.67,2.0,Larva,42.35,0.5,52.3,65.23,34.88,-0.42,Yes,Excess
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut,Fall Armyworm,Fenamiphos,Spinosad 45% SC,Spray 1.5 ml/L water,26.28,55.46,239.4,981.37,6.25,27.69,0.69,42.04,4.73,3.0,Larva,62.55,0.5,37.51,67.34,14.2,0.04,Yes,Excess
25,7,35,28.38503882,99.18843684,5.55771171,189.67113490000003,coconut,Nematodes,Fenamiphos,Thiamethoxam 25% WG,Spray 0.3 ml/L water,21.23,55.2,105.77,983.04,8.74,34.08,195.5,88.83,2.01,22.0,Egg,8.54,0.96,48.07,31.25,13.21,-0.27,Yes,Excess
16,18,26,28.43647052,91.81320717,5.568365926,145.54144130000003,coconut,Brown Planthopper,Carbofuran,Carbofuran 3% GR,Apply 0.2 gm/L water,20.52,60.51,299.66,1007.0,10.81,31.36,39.76,58.78,3.24,49.0,Adult,56.62,0.44,46.92,50.93,28.6,0.66,Yes,Excess
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,coconut,Nematodes,Carbofuran,Dimethoate 30% EC,Spray 1.5 ml/L water,29.9,51.28,252.91,1007.21,1.01,16.57,143.22,86.82,4.87,22.0,Larva,66.24,0.21,42.69,78.63,20.82,-0.13,No,Excess
27,8,32,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut,Fruit Fly,Chlorantraniliprole,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,27.0,59.13,160.81,991.58,7.34,14.64,60.29,19.97,0.89,35.0,Larva,96.73,0.44,36.29,71.49,21.05,0.24,Yes,Optimal
37,18,30,27.63551259,99.34854917,6.38488418,157.91715369999997,coconut,Fruit Fly,Thiamethoxam,Thiamethoxam 25% WG,Spray 2 ml/L water,18.91,57.0,62.37,1002.91,8.92,8.8,260.95,14.1,1.02,37.0,Adult,21.26,0.91,38.76,10.94,17.99,0.41,No,Deficient
19,15,34,26.29644905,99.65809151,5.6858890660000005,215.9195049,coconut,Corn Borer,Carbofuran,Fenamiphos 10% GR,Spray 1.5 ml/L water,16.75,41.46,299.67,1016.01,4.18,22.12,188.46,94.06,4.43,1.0,Larva,29.93,0.71,28.41,53.29,20.83,-0.22,Yes,Excess
0,19,33,27.1326009,95.23797989,6.234458417000001,204.7206567,coconut,Fall Armyworm,Dimethoate,Malathion 50% EC,Spray at 0.4 ml/L water,19.31,40.57,48.52,1027.05,2.49,35.34,324.13,70.61,0.91,50.0,Adult,77.66,0.36,44.86,14.55,16.64,0.31,No,Excess
31,20,26,25.56567803,97.61361544,6.443168642000001,199.7936345,coconut,Banana Weevil,Fenamiphos,Malathion 50% EC,Apply 0.1 ml/L water,30.17,51.95,18.22,1038.39,6.24,25.18,146.06,9.63,2.72,49.0,Adult,14.77,0.01,29.32,19.93,17.0,-0.54,Yes,Excess
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut,Banana Weevil,Malathion,Thiamethoxam 25% WG,Apply 0.1 ml/L water,23.72,94.53,260.0,1000.98,7.7,1.9,168.59,71.24,0.69,12.0,Larva,46.27,0.16,49.87,76.37,17.12,0.64,Yes,Optimal
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,coconut,Banana Weevil,Chlorantraniliprole,Dimethoate 30% EC,Apply 0.1 ml/L water,17.7,89.37,16.62,1004.59,7.01,25.78,284.6,87.28,2.57,5.0,Egg,16.1,0.99,41.45,14.34,15.19,0.26,No,Deficient
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut,Mango Hopper,Spinosad,Spinosad 45% SC,Spray 0.3 ml/L water,29.39,95.22,93.76,1039.82,4.02,12.81,127.87,99.6,1.89,30.0,Adult,87.2,0.14,48.65,45.74,26.38,-0.07,No,Excess
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,coconut,Fall Armyworm,Fenamiphos,Thiamethoxam 25% WG,Apply 2 gm/plant base,15.25,79.4,247.8,1034.03,2.0,17.03,342.14,47.58,3.02,35.0,Larva,49.48,0.28,34.37,17.51,21.16,0.88,Yes,Excess
24,6,32,28.11321494,90.01734526,6.387067562,172.48136409999995,coconut,Nematodes,Malathion,Buprofezin 25% SC,Spray 1.5 ml/L water,22.23,98.78,143.61,1043.35,3.44,19.73,195.15,64.48,1.59,2.0,Adult,0.34,0.0,51.5,25.63,19.78,-0.14,Yes,Deficient
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut,Brown Planthopper,Dimethoate,Dimethoate 30% EC,Apply 0.2 gm/L water,19.79,93.54,132.56,988.72,8.12,22.96,160.89,81.34,4.18,6.0,Egg,54.21,0.14,53.23,59.1,10.42,-0.4,No,Excess
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut,Fall Armyworm,Carbofuran,Chlorantraniliprole 18.5% SC,Spray at 0.4 ml/L water,16.92,76.24,147.76,1008.54,3.58,22.7,22.77,67.21,3.01,36.0,Adult,69.7,0.06,35.77,57.76,21.42,-0.33,Yes,Optimal
10,9,28,29.01256899,94.01014388,6.282955072999999,150.05003119999995,coconut,Stem Borer,Thiamethoxam,Fenamiphos 10% GR,Spray 0.3 ml/L water,22.35,54.37,183.5,999.04,9.83,20.95,210.75,54.42,2.39,7.0,Egg,38.46,0.46,59.24,79.85,29.47,0.11,No,Optimal
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut,Banana Weevil,Spinosad,Chlorantraniliprole 18.5% SC,Spray 0.3 ml/L water,20.85,57.95,32.76,999.08,10.73,1.68,224.19,2.18,2.46,26.0,Egg,61.42,0.35,20.82,75.08,31.08,0.18,No,Optimal
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,coconut,Nematodes,Malathion,Malathion 50% EC,Spray 1.5 ml/L water,33.38,56.64,163.07,1037.38,7.51,39.83,301.01,89.29,4.4,17.0,Adult,25.56,0.1,59.44,36.7,19.48,0.29,Yes,Deficient
11,6,25,28.69164799,96.65248672,6.081568052000001,178.9635457,coconut,Stem Borer,Dimethoate,Chlorantraniliprole 18.5% SC,Spray 0.3 ml/L water,27.31,85.34,95.53,1034.42,9.0,32.99,134.67,38.32,3.67,7.0,Adult,20.77,0.69,28.09,35.56,32.33,-0.08,No,Deficient
16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut,Brown Planthopper,Carbofuran,Dimethoate 30% EC,Spray 2 ml/L water,27.46,66.54,43.98,983.61,1.64,4.06,46.55,91.26,3.9,24.0,Egg,89.2,0.6,54.89,19.04,14.52,-0.97,No,Optimal
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,coconut,Banana Weevil,Malathion,Chlorantraniliprole 18.5% SC,Apply 2 gm/plant base,18.75,88.63,122.63,1007.67,8.46,20.4,253.71,84.29,2.03,49.0,Adult,38.78,0.07,36.43,60.13,25.08,-0.24,Yes,Deficient
16,6,29,29.28725038,91.95614918,5.868285082000001,132.1491176,coconut,Brown Planthopper,Chlorantraniliprole,Thiamethoxam 25% WG,Apply 0.1 ml/L water,25.61,92.4,1.14,1002.43,1.84,26.33,163.32,26.57,2.87,4.0,Egg,15.1,0.15,45.88,43.85,10.89,-0.22,No,Optimal
32,11,31,25.06871967,93.31410447,6.205931637999999,134.84190690000003,coconut,Mango Hopper,Fenamiphos,Fenamiphos 10% GR,Use 1 gm/plant base,25.28,61.67,101.62,1042.88,1.16,9.92,40.81,62.97,2.1,6.0,Adult,23.4,0.4,40.83,74.94,31.62,-0.37,No,Deficient
38,14,30,26.92449525,91.20106019,5.5707453860000005,194.9022136,coconut,Banana Weevil,Chlorantraniliprole,Thiamethoxam 25% WG,Apply 0.2 gm/L water,33.62,56.19,72.45,992.96,3.13,36.79,186.98,60.45,4.36,36.0,Adult,36.45,0.31,21.35,66.99,25.86,0.65,No,Deficient
8,6,33,28.27804288,93.64761266,6.095261012999999,171.9457959,coconut,Brown Planthopper,Chlorantraniliprole,Buprofezin 25% SC,Spray 0.3 ml/L water,23.27,46.95,12.92,1006.37,5.57,38.05,147.63,56.27,1.77,16.0,Egg,52.51,0.59,43.39,45.77,12.23,0.06,No,Deficient
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,coconut,Banana Weevil,Buprofezin,Dimethoate 30% EC,Spray 0.3 ml/L water,23.51,85.2,115.07,1025.52,5.32,30.74,21.14,65.05,0.89,9.0,Larva,73.69,0.72,23.19,14.63,28.78,-0.4,No,Excess
29,25,35,28.3575072,91.64509299,5.542873799,160.73069909999995,coconut,Mango Hopper,Dimethoate,Malathion 50% EC,Spray 2 ml/L water,22.67,92.99,262.23,996.09,4.7,24.43,280.7,6.25,4.42,9.0,Larva,41.87,0.74,49.24,42.74,34.04,0.02,Yes,Excess
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,coconut,Corn Borer,Fenamiphos,Chlorantraniliprole 18.5% SC,Spray 0.3 ml/L water,24.78,77.73,167.74,1049.94,3.39,36.88,4.06,35.99,4.51,21.0,Egg,42.05,0.9,50.95,14.05,11.16,-0.2,Yes,Deficient
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut,Fall Armyworm,Thiamethoxam,Thiamethoxam 25% WG,Spray 2 ml/L water,33.16,72.87,40.39,987.29,4.27,36.06,153.48,19.78,2.27,10.0,Adult,48.4,0.93,37.33,71.62,30.53,-0.87,Yes,Deficient
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut,Fruit Fly,Chlorantraniliprole,Dimethoate 30% EC,Apply 0.1 ml/L water,18.84,67.59,245.98,996.21,10.06,8.51,143.71,66.54,4.22,12.0,Egg,10.03,0.47,55.83,53.94,24.81,-0.14,Yes,Deficient
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut,Mango Hopper,Chlorantraniliprole,Malathion 50% EC,Spray 0.3 ml/L water,29.97,98.44,93.62,1020.82,4.55,10.6,199.08,84.88,3.14,49.0,Larva,48.35,0.83,57.39,48.51,12.97,0.37,No,Optimal
27,22,29,28.83214859,92.17170353,6.000248647,145.41723869999996,coconut,Fall Armyworm,Spinosad,Chlorantraniliprole 18.5% SC,Spray 0.3 ml/L water,20.34,43.07,4.2,1047.85,1.21,19.2,9.59,87.11,2.63,44.0,Adult,29.33,0.85,51.91,69.75,28.82,-0.43,Yes,Optimal
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut,Mango Hopper,Thiamethoxam,Dimethoate 30% EC,Apply 0.2 gm/L water,23.89,81.29,207.28,1035.22,10.5,17.2,95.78,2.31,0.76,14.0,Adult,86.13,0.72,53.63,60.78,30.69,0.48,No,Deficient
17,11,32,28.74013335,93.39676499,5.620733794,156.76508230000005,coconut,Stem Borer,Buprofezin,Fenamiphos 10% GR,Apply 0.1 ml/L water,25.02,63.09,242.46,1004.79,5.57,17.8,294.64,84.45,3.1,30.0,Adult,50.53,0.19,32.2,66.15,20.21,-0.65,Yes,Optimal
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut,Fall Armyworm,Chlorantraniliprole,Fenamiphos 10% GR,Spray 0.3 ml/L water,15.26,92.44,130.74,1023.01,5.08,17.36,235.64,0.42,4.45,10.0,Egg,74.63,0.36,26.58,68.98,25.28,0.71,No,Deficient
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut,Fall Armyworm,Malathion,Buprofezin 25% SC,Apply 0.2 gm/L water,17.25,89.31,6.5,1025.75,10.73,32.01,14.51,88.32,4.31,48.0,Larva,85.2,0.65,34.49,50.21,26.02,-0.66,Yes,Excess
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut,Corn Borer,Fenamiphos,Chlorantraniliprole 18.5% SC,Use 1 gm/plant base,30.59,46.77,36.62,986.18,8.31,4.28,45.02,85.63,3.54,45.0,Larva,26.76,0.27,57.91,33.1,29.06,0.89,Yes,Excess
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,coconut,Fall Armyworm,Dimethoate,Spinosad 45% SC,Spray 2 ml/L water,23.84,50.97,267.92,1034.98,6.0,1.58,210.92,56.35,4.29,16.0,Egg,93.3,0.81,35.67,33.27,16.15,-0.11,No,Excess
7,15,32,25.03512351,95.89739958,6.182232762000001,174.796583,coconut,Fruit Fly,Spinosad,Malathion 50% EC,Spray 1.5 ml/L water,29.13,83.72,163.4,1018.26,7.1,14.35,167.65,89.77,3.19,47.0,Egg,88.43,0.36,30.4,68.72,13.39,-0.1,Yes,Excess
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut,Stem Borer,Buprofezin,Dimethoate 30% EC,Apply 0.2 gm/L water,31.6,60.9,26.39,1007.76,2.66,18.79,134.99,33.42,0.89,44.0,Larva,2.95,0.41,26.15,19.02,31.32,-0.03,No,Deficient
34,15,34,27.05826457,91.10510371,5.677282677999999,224.70069530000004,coconut,Fall Armyworm,Buprofezin,Malathion 50% EC,Spray 1.5 ml/L water,33.87,91.6,133.93,1034.57,10.0,38.55,251.9,14.54,1.01,7.0,Adult,65.76,0.53,51.17,54.41,11.9,-0.46,Yes,Deficient
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut,Corn Borer,Chlorantraniliprole,Buprofezin 25% SC,Spray 1.5 ml/L water,23.98,73.5,167.99,1035.76,8.25,39.7,81.73,56.84,2.42,30.0,Adult,47.23,0.85,58.1,27.42,30.35,0.63,No,Deficient
18,19,29,27.59376845,92.48519606,6.206077742000001,162.8432736,coconut,Corn Borer,Malathion,Malathion 50% EC,Apply 2 gm/plant base,19.11,96.87,270.17,989.45,4.2,28.66,304.59,86.2,2.3,36.0,Egg,96.6,0.06,53.35,38.55,22.54,0.78,No,Optimal
7,21,35,25.76011662,94.65830608,5.764812076,131.24514140000002,coconut,Banana Weevil,Spinosad,Fenamiphos 10% GR,Spray at 0.4 ml/L water,22.66,50.79,58.61,1046.35,2.13,12.46,354.13,66.27,1.0,9.0,Adult,86.72,0.69,47.12,54.56,16.37,0.97,Yes,Excess
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,coconut,Mango Hopper,Malathion,Malathion 50% EC,Spray 2 ml/L water,29.27,40.89,264.61,1034.98,3.34,17.02,148.89,99.5,3.21,24.0,Egg,89.27,0.74,30.51,59.23,17.63,0.29,No,Optimal
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,coconut,Fall Armyworm,Thiamethoxam,Buprofezin 25% SC,Spray 0.3 ml/L water,26.32,55.92,298.46,1038.65,10.74,9.41,314.59,13.66,2.83,12.0,Larva,83.69,0.26,59.22,27.79,10.91,-0.34,Yes,Optimal
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut,Mango Hopper,Thiamethoxam,Fenamiphos 10% GR,Apply 2 gm/plant base,32.07,72.91,73.46,1031.18,5.05,13.32,349.08,69.61,1.76,17.0,Adult,14.85,0.45,49.93,55.16,18.22,-0.25,Yes,Optimal
10,24,27,27.57283516,94.90485697,5.7084096010000005,145.9298935,coconut,Stem Borer,Fenamiphos,Thiamethoxam 25% WG,Apply 0.1 ml/L water,19.47,73.14,99.21,985.13,7.46,11.33,352.9,92.77,1.77,37.0,Larva,40.37,0.23,28.4,53.24,24.98,0.25,Yes,Optimal
0,29,32,28.05912437,98.3670985,5.868255858,171.65163959999995,coconut,Brown Planthopper,Thiamethoxam,Spinosad 45% SC,Spray 0.3 ml/L water,28.09,41.9,120.51,1038.75,1.64,7.68,342.21,31.79,1.76,11.0,Larva,32.13,0.61,44.95,78.18,17.23,-0.95,No,Excess
32,11,31,29.51611558,92.56492864,6.461225827000001,131.2116167,coconut,Nematodes,Buprofezin,Dimethoate 30% EC,Spray 1.5 ml/L water,15.55,86.73,228.82,1036.15,8.99,29.32,350.6,68.76,2.04,36.0,Egg,27.81,0.78,50.73,71.65,17.16,-0.28,No,Optimal
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut,Brown Planthopper,Buprofezin,Fenamiphos 10% GR,Apply 2 gm/plant base,32.94,95.6,138.45,990.32,2.58,24.1,121.82,80.18,2.55,10.0,Adult,67.05,0.81,54.95,36.2,16.26,-0.5,No,Deficient
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,Mango Hopper,Buprofezin,Buprofezin 25% SC,Spray 1.5 ml/L water,34.5,67.8,42.48,1000.56,9.27,9.59,257.31,7.31,4.28,6.0,Larva,94.24,0.65,56.62,47.83,15.72,-0.04,Yes,Optimal
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,coconut,Corn Borer,Spinosad,Buprofezin 25% SC,Spray at 0.4 ml/L water,15.96,57.51,156.35,1038.6,8.57,28.05,41.21,5.3,4.45,35.0,Egg,46.73,0.23,26.21,48.03,19.24,0.4,No,Excess
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut,Mango Hopper,Carbofuran,Thiamethoxam 25% WG,Apply 0.2 gm/L water,26.41,42.36,40.3,1036.94,2.98,16.45,29.38,76.36,3.16,40.0,Egg,37.45,0.37,27.51,49.79,22.68,-0.17,No,Optimal
1,12,30,27.754298,95.94643831,5.56222383,131.09000759999998,coconut,Mango Hopper,Carbofuran,Buprofezin 25% SC,Spray 2 ml/L water,32.9,60.68,56.84,1046.25,4.13,37.58,6.24,77.78,4.52,11.0,Larva,46.92,0.38,33.18,44.64,14.9,0.15,No,Excess
6,13,29,27.31155708,99.96906006,5.832608027999999,201.8258633,coconut,Brown Planthopper,Thiamethoxam,Malathion 50% EC,Apply 2 gm/plant base,28.67,82.77,115.49,1030.88,10.26,21.21,296.0,26.44,2.44,37.0,Adult,46.56,0.67,37.67,56.26,25.36,-0.39,Yes,Excess
15,28,32,28.84270971,99.64328526,6.2185718739999984,224.4016682,coconut,Brown Planthopper,Buprofezin,Spinosad 45% SC,Apply 0.1 ml/L water,28.13,53.29,222.28,987.64,3.26,39.0,108.9,43.92,4.07,31.0,Adult,19.33,0.47,48.3,73.47,22.06,0.27,Yes,Deficient
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,coconut,Corn Borer,Spinosad,Spinosad 45% SC,Spray 1.5 ml/L water,21.41,59.55,40.3,1004.8,5.22,16.2,341.41,0.64,4.09,16.0,Egg,55.66,0.03,29.89,55.23,18.52,-0.74,Yes,Excess
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,coconut,Nematodes,Dimethoate,Spinosad 45% SC,Apply 2 gm/plant base,16.21,78.51,33.53,1020.41,10.44,3.78,2.06,39.13,3.64,12.0,Larva,6.36,0.56,22.8,78.71,33.65,0.9,No,Deficient
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut,Fruit Fly,Dimethoate,Thiamethoxam 25% WG,Apply 0.2 gm/L water,29.79,81.11,268.47,1022.7,5.78,5.9,281.8,2.67,2.89,1.0,Adult,27.61,0.19,24.28,47.04,12.94,-0.88,Yes,Excess
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut,Fruit Fly,Thiamethoxam,Malathion 50% EC,Apply 0.1 ml/L water,20.79,69.88,110.28,1020.47,8.42,20.78,314.32,35.64,3.45,30.0,Larva,90.97,0.12,47.36,41.47,15.91,0.9,No,Deficient
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut,Fruit Fly,Buprofezin,Malathion 50% EC,Apply 0.2 gm/L water,30.15,97.66,211.88,1002.82,3.11,1.29,269.2,40.73,1.85,42.0,Egg,74.16,0.77,49.31,54.47,26.95,0.8,Yes,Optimal
1,6,35,27.02269204,95.71935435,6.231662767,147.16824590000004,coconut,Fruit Fly,Chlorantraniliprole,Buprofezin 25% SC,Spray 2 ml/L water,21.62,45.76,5.93,1044.37,7.42,15.58,28.25,79.08,3.51,9.0,Adult,37.75,0.94,49.27,77.02,14.68,0.98,Yes,Optimal
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut,Nematodes,Fenamiphos,Spinosad 45% SC,Use 1 gm/plant base,28.37,46.73,6.84,1038.22,8.62,36.93,183.26,35.27,2.12,41.0,Egg,63.17,0.6,59.69,43.93,34.14,0.19,No,Optimal
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut,Stem Borer,Spinosad,Buprofezin 25% SC,Apply 0.2 gm/L water,20.58,55.03,230.38,1039.65,4.4,25.74,287.58,30.52,2.59,19.0,Egg,28.36,0.79,36.71,35.21,27.58,-0.03,No,Excess
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,coconut,Nematodes,Chlorantraniliprole,Malathion 50% EC,Apply 0.1 ml/L water,19.08,90.91,38.38,1038.25,6.93,4.18,290.36,30.57,2.12,45.0,Egg,36.64,0.33,34.01,38.04,12.11,0.17,No,Optimal
